execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_Ascensore_702f0404-2bbd-4a5b-a43e-354102efb413,Ascensore,r_Main(),6,6,4,7,7,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_rightAnswer(),1,1,1,0,0,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_wrongAnswer(),1,1,1,1,1,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_checkanswer(),1,1,1,0,0,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_wrongCheckLevel(),1,1,1,1,1,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_chooseshape(),0,0,0,4,4,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_2ErrorGoBack(),1,1,1,5,5,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_rightAnswNoLoop(),0,0,0,3,3,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_goOut(),0,0,0,2,2,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_rightAnswLoop(),1,1,1,2,2,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_skip(),1,1,1,1,1,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_wrong(),1,1,1,2,2,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_exit(),2,0,1,2,0,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_levelno1(),1,1,1,0,0,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_test(),3,3,3,0,0,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_level1(),1,1,1,3,3,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_setCertifier(),1,1,1,2,2,none
exec_Certifier_nochoose_noundef_a45d21ba-32b7-4d9f-b949-eb47d74b616a,Certifier_nochoose_noundef,r_Main(),1,1,1,0,0,none
exec_Forno_45676afd-8967-4faa-a57a-db56c5b4e782,Forno,r_Main(),4,4,4,7,7,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_2(),1,1,1,2,2,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_1(),1,1,1,1,1,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_4(),1,1,1,2,2,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_3(),1,1,1,1,1,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_6(),1,1,1,1,1,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_5(),1,1,1,1,1,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_Main(),0,0,0,0,0,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_7(),2,2,2,2,2,none
exec_SIS_9bc75052-446a-4d86-b343-1baade02cf77,SIS,r_wp(),2,2,2,3,3,none
exec_Phd_master_flat2_v1_ac2dcefb-50e4-4dc4-b2be-24adab468a96,Phd_master_flat2_v1,r_Unassociated(),0,0,0,14,14,none
exec_Phd_master_flat2_v1_ac2dcefb-50e4-4dc4-b2be-24adab468a96,Phd_master_flat2_v1,r_Operating(),0,0,0,18,18,none
